start node index, end node index, connection length
263,228,81722.76
263,342,134054.1
263,471,106254.9
264,107,183389.3
265,57,176442.1
265,92,133887.8
266,21,49271.79
267,82,79536.17
267,106,89874.23
268,423,187250.6
268,534,138456.3
268,567,135756
268,752,52160.33
269,19,94685.3
270,153,143974.7
270,380,80198.78
270,411,111882.4
271,288,82031.22
271,421,108475.3
271,455,144223.4
271,459,143757.1
272,122,125000.7
272,130,62333.63
272,453,105850.4
274,25,108702.2
274,163,206001.2
274,168,181359.9
275,42,64748.99
275,355,88912.42
276,58,29145.45
277,4,132605.2
277,63,132857.4
277,187,85867.87
278,3,110440.8
279,6,139194.8
280,52,101116.5
280,155,52209.45
285,13,129130.5
285,38,142289.2
286,38,168775.8
286,42,154408.1
288,92,47115.89
288,120,106890.7
288,139,42009.8
288,240,22593.52
289,114,149269.2
290,6,167049.9
291,15,45919.85
292,36,72708.1
292,110,24649.75
294,4,169338.8
295,17,61507.59
297,8,88097.04
298,67,5453.874
298,116,85342.09
298,212,66429.08
299,105,15151.57
299,231,67422.82
300,10,88320.73
300,46,65180.3
301,28,80901.7
301,110,139718.8
301,239,88946.73
301,312,167332.3
302,21,51609.71
302,118,205393.5
302,154,44809.09
302,204,180205.9
303,91,176072.3
303,137,143029.4
303,243,99205.33
303,245,153482.5
304,58,116357.4
304,242,105580.6
307,24,141793.5
307,80,83841.35
307,82,94903.16
308,93,66687.96
308,98,35040.54
308,243,94912.53
308,330,96883.59
310,70,93637.97
310,119,149667
310,235,125485.2
311,38,19245.98
311,52,179388.1
312,138,131474.9
312,175,86626.09
312,225,187597
313,22,99558.4
313,61,144248.1
315,5,186474.6
315,52,109501.1
315,87,142572.5
316,166,38607.59
316,177,137550.1
317,14,144794.5
317,21,23120.97
317,41,138522.4
318,156,121947.2
318,323,84271.59
319,50,60951.39
319,61,118819.5
320,87,143600.4
320,168,57842.18
320,357,26345.85
321,29,83701.07
321,57,64654.21
322,93,90172.21
322,108,182102.1
322,260,51419.25
322,424,93302.27
323,6,85315.75
324,196,137927.2
324,353,29476.26
324,366,36943.2
325,31,95357.02
326,181,89898.77
326,188,103837.2
326,201,85177.64
327,177,49727.41
328,88,105876.7
328,186,161752.1
328,300,146503.9
331,27,133160.9
331,36,60940.38
332,282,106675.3
332,316,198556.5
332,370,90206.94
334,167,43118.34
335,136,147781.7
338,35,44461.57
339,41,114223.2
340,211,141802.3
340,294,79155.37
340,368,87601.63
341,14,45323.06
341,47,114382.5
341,236,146224.9
343,576,35004.2
343,577,113021
344,168,82970.3
344,235,45435.61
344,241,153268.5
344,421,65532.59
345,18,86335.89
345,173,113110.7
345,342,39791.05
347,184,83129.02
347,253,99067.51
347,302,85267.76
349,53,58874.63
349,91,137933.7
350,6,173547.7
351,40,175557.7
351,231,87508.94
351,250,15103.7
351,315,127535.9
352,35,117333.8
352,49,142941.9
352,240,80452.79
352,292,74693.3
353,102,22748.95
353,225,41994.24
354,103,85897.95
355,93,68612.66
355,138,49102.46
356,58,97348.88
357,61,182101.8
357,96,36111.29
358,56,47445.45
358,173,121585.7
358,370,29468.92
360,67,90927.35
360,282,137330.8
361,218,63666.63
361,262,91391.06
362,6,168299.3
362,67,163279.6
362,295,151805.5
363,51,82301.73
363,64,64067.49
363,112,106590.6
364,96,92531.2
365,85,127418.1
365,145,192305.8
365,189,150156.5
365,291,146004.2
367,39,47910.87
367,85,64344.37
367,159,34375.74
367,162,134274.5
368,119,82226.13
368,142,121981.6
368,170,139320.2
370,4,103097.6
370,9,96463.68
370,162,84252.05
370,309,51399.3
371,192,129492.2
371,236,110033.4
371,280,51836.21
371,336,67280.88
372,244,164162.6
373,18,53060.43
373,35,37273.44
374,25,169235.3
374,62,61786.43
374,98,45270.67
375,157,45172.77
375,282,51959.73
376,21,72685.67
376,53,106838.3
376,147,145376.6
377,173,139300.6
377,337,96687.8
377,458,128487.2
378,5,201161.2
378,33,68068.3
379,284,124346.8
380,83,65049.47
380,100,67965.86
380,170,158530.4
381,48,169682.8
381,208,40733.71
382,34,66485.48
382,177,100159.8
382,386,133681.1
383,10,50106
384,53,120163.2
384,78,141399.2
385,3,18968.29
386,86,115322.2
387,88,40360.94
388,95,22760.8
389,499,31918.84
390,26,204363.3
390,211,110686.4
390,214,143578.8
391,190,180859.8
391,350,187316.4
391,352,102733.1
392,201,141732.3
393,89,52021.84
393,112,170421
393,119,130002
394,14,53461.07
394,93,50130.12
394,216,118873.3
396,27,123742.5
396,188,66973.77
396,213,155878.3
396,230,160872.7
397,24,119937.3
398,72,76585.45
398,328,127337.2
399,175,52295.74
399,341,79516.7
400,75,177575.9
401,197,178382.9
401,219,113757.3
402,99,55716.55
402,146,55147.5
402,327,93417.47
402,581,26006.03
403,170,18766.21
403,227,151043.3
403,267,75388.26
403,336,85839
405,0,207626
405,47,183990.6
405,74,156687.3
406,15,50150.2
406,19,115126.1
406,182,94420.31
407,37,136982
408,56,95028.78
409,9,150342.2
410,93,155101.7
411,33,116141.7
411,44,72867.86
411,67,61664.97
411,180,108915
412,426,167502.3
412,435,164425.5
412,523,145305.6
412,577,149335
414,10,49426.48
414,29,210146.8
415,174,28112.88
417,55,109444.6
417,60,70388.93
418,59,47643.46
418,66,183805.2
418,304,118063.5
419,78,99956.68
419,80,142435.1
420,91,154421.3
421,25,138185.5
421,124,35502.46
422,94,87291.24
423,13,132855.8
423,125,179356.2
424,2,122371.6
425,87,69520.38
426,55,155519.5
426,64,142261.5
426,85,150527
427,106,154108
427,295,83449.55
427,306,159212.5
427,410,200247.2
428,184,24385.12
428,365,66388.47
429,76,132565.5
429,111,61474.15
430,144,37702.45
430,181,78942.34
430,387,145036.4
431,179,98885.18
432,77,82824.41
432,133,185653
432,152,195115.3
432,364,177796.3
433,22,84875.46
433,23,95262.76
433,28,120775.2
433,304,78641.73
434,47,170759.2
434,140,216435.6
434,310,106871.7
435,58,195949
435,217,102229.2
436,9,37918.99
436,82,66446.83
437,44,129904.4
438,188,92259.84
438,341,142281.3
438,498,118600
438,899,149344.9
439,47,197031.8
439,139,118295.2
440,33,82541.53
440,60,145470.3
440,115,184324.6
440,238,78322.71
441,101,136962.5
441,195,93586.11
441,215,110911.4
441,265,79002.79
442,65,88527.14
443,49,181657.1
443,207,162027.3
443,235,187945.6
443,321,87796.26
444,149,130478.6
444,304,67798.28
444,451,172309
444,479,14520.77
445,16,54837.06
446,53,77625.62
446,54,29674.98
447,35,41764.91
447,427,181255.1
447,602,100451.7
448,167,146616.6
449,186,136114.1
449,274,45183.07
450,46,31476.01
450,322,117229.5
450,581,114228.2
451,85,103082.2
452,140,214425.6
452,215,50314.39
452,245,40538.76
453,35,89044.6
454,5,196905.8
454,20,123014.1
454,56,97968.77
454,68,104146.3
455,132,186296.4
455,169,68947.16
455,213,188004
456,10,191634
456,63,215653.8
456,83,116011.2
457,56,105838.6
457,92,101803
457,136,149836.7
458,40,99458.97
458,114,106991.4
458,120,90858.49
459,86,47508.62
459,221,187318.2
460,14,78672.45
460,271,124872.9
460,374,81640.13
460,572,93859.48
461,139,130410.1
462,95,61405.04
462,111,121424.3
462,208,126696.8
462,696,139657
463,220,83686.05
463,293,128409.1
464,56,9818.563
464,264,126488.4
464,303,102513.9
465,257,68431.13
465,361,83137.38
465,537,161743.8
466,91,180399.5
466,312,193722.1
467,266,17697.54
467,300,166211
468,336,12054.9
469,0,80920.6
470,188,76377.6
470,215,30307.71
470,228,64138.91
470,402,68176.32
473,29,112553.5
473,31,13910.72
473,48,73934.67
474,26,111747.5
474,63,111674.5
474,65,65644.77
475,70,98266.69
475,93,40566.34
475,104,67457.23
475,216,141511.1
476,5,178464.9
476,29,206164.8
476,99,120640.3
476,238,111727.1
477,148,76165.55
477,162,36166
477,165,58468.12
479,78,126236.1
479,242,179192.7
479,352,88281.83
480,27,86701.02
480,176,82874.81
480,285,85463.5
481,119,167683.2
481,154,105515
481,350,130348.7
482,85,161150.8
482,380,66750.7
483,29,83926.9
484,7,144126.2
484,45,24970.46
484,184,66873.79
485,92,78608.63
485,103,48935.16
485,268,61916.37
485,289,200491.7
486,223,24080.11
486,248,102678.5
486,340,29033.12
486,368,69226
487,108,93492.91
487,116,51953.97
487,257,63317.05
487,288,36440.33
488,82,124390.6
488,208,72867.94
488,290,38551.73
489,52,51088.02
489,234,78127.66
490,41,143231.8
490,305,157651
490,513,129346.9
491,122,48457.07
491,521,73517.18
491,746,83879.97
491,767,78086.24
492,8,71251.52
492,296,129668.4
492,369,94858.14
492,377,116701.4
493,117,129910.7
494,6,3178.462
494,8,73651.9
494,54,108632.5
494,81,155661.5
495,227,77983.42
495,564,155920.9
495,583,9529.531
495,602,70905.84
496,23,116389.5
496,71,138007.1
496,147,201019.8
496,158,158345.3
497,62,96804.38
497,226,98761.52
498,134,150163.9
498,149,39020.07
498,289,154500.2
499,133,40103.8
499,226,103187.3
500,19,120254.6
501,404,132950.3
501,465,114226.8
502,35,80360.55
502,117,114087.4
503,20,83030.37
503,132,22857.2
503,190,43294.19
503,225,39084.43
505,31,108972.9
505,184,93314.2
505,213,108334.7
505,412,128983.1
506,3,53368.8
507,225,75730.52
507,285,83413.51
507,464,49601.11
508,76,132673.3
508,99,59845.04
509,2,15084.19
510,7,172398.7
510,27,170307.3
510,66,107572.6
511,27,180128.3
511,112,148358
512,14,50154.8
512,230,195289.6
514,41,173814.1
514,131,61310.97
515,285,146005.8
515,389,155956.7
516,18,51334.47
516,53,113680.7
517,339,152361.3
517,416,106260.2
518,86,76357.73
518,137,65960.89
518,213,98805.48
519,65,178045.7
519,134,138780.5
519,140,188352.6
519,321,79028.57
520,27,150734.5
520,102,83637.28
521,299,14868.18
521,326,57801.73
522,76,126559.1
522,235,52916.38
522,435,80681.48
522,543,128014.9
523,34,161942.5
524,78,165486.9
527,101,56858.13
527,159,90923.06
528,90,37356.65
528,99,111658.5
528,197,191558.5
529,52,164155.1
530,68,84523.84
530,103,45051.7
530,423,87730.16
530,429,103850.7
531,259,49906.25
531,316,132137.9
532,79,202352.3
533,69,60654.15
534,241,142820.4
535,123,61523.08
535,133,104610.4
535,161,180635.1
536,68,93563.43
537,65,69759.21
538,110,43235.32
538,143,114914.8
538,396,59783
539,53,77355.6
539,459,51852.15
540,34,182703.5
543,73,204277.3
543,222,150414.7
544,32,80183.72
544,58,176395.7
544,69,89764.17
546,45,93850.37
546,46,141361.3
546,120,177557.3
546,188,126554
547,104,167385
547,208,130920.1
547,273,69099.87
547,356,30942.97
548,175,16903.56
548,206,126304.8
548,329,28085.47
549,162,176217.6
550,140,109133.2
551,68,72047.95
551,120,137590.5
552,17,41093.85
552,24,18470.23
552,202,56996.48
552,207,49790.04
553,72,54520.89
553,363,79294.02
553,436,184887
553,461,68174.5
554,55,74289.54
554,104,120141.5
555,361,67185.7
555,370,58122.34
555,392,102757
555,600,83561.47
556,55,101848.8
557,110,115689.1
557,128,92471.12
557,148,165702.2
558,60,174494.1
558,64,128825.1
559,188,65512.74
559,287,79604.03
559,331,49966.92
559,389,75739.24
560,91,84454.73
560,127,81754.18
560,152,94109.39
560,219,129309.4
561,256,52503.09
561,293,147687.2
562,114,174533.5
562,159,94555.01
563,66,85802.48
563,237,139082
564,38,158150.5
564,75,171706.2
564,268,192371.7
565,65,139748.3
566,82,74812.24
567,5,172314
567,68,65007.89
567,108,73621.92
568,106,27999.83
568,208,133659.3
568,234,98761.91
569,127,179697.9
569,202,66114.16
569,274,194442.4
569,414,11085.98
570,125,53439.75
570,397,87155.78
570,446,65888.67
570,463,86738.16
571,64,97997.59
571,87,104677.7
571,113,96406.08
572,1,26145.59
572,20,68832.55
572,207,21619.32
572,290,75952.39
573,101,58212.8
574,58,204243.1
574,288,82887.66
574,417,81947.52
574,563,160762.3
575,24,91058.8
575,43,113541.4
575,67,52039.51
576,89,145620.4
577,13,70941.19
578,123,98750.26
579,151,173998.8
580,89,100790.1
581,300,177355.1
581,340,117034.9
582,11,176358.9
582,36,75706.41
582,191,115601.2
582,241,107079.6
583,4,89571.3
583,65,166134.4
583,67,60389.69
584,165,114113.1
584,580,103418.9
584,703,83455.59
584,755,115718.4
585,151,163132.1
585,197,208122.4
585,374,84219.9
586,13,51860.42
586,67,8449.954
587,7,155079.4
587,82,79323.56
587,84,185112.5
587,270,133622.9
588,89,147360.6
589,79,133677.3
589,247,64298.2
590,286,66310.52
590,307,93948.6
590,341,175200.8
591,101,19368.73
592,35,115731.2
592,82,100863.3
592,209,88464.08
592,275,52765.56
593,20,84768.89
594,15,51275.86
595,107,120384.3
596,335,55939.6
596,448,221692.5
596,802,123511.2
596,807,108613.1
597,61,100473.3
597,286,125838.5
598,687,95982.86
598,719,143588.1
598,857,81374.22
598,877,66878.33
599,137,179201.6
600,17,96018.56
601,32,145304.1
602,135,88297.3
602,225,113072
602,268,65811.41
602,363,59293.75
603,340,134972.5
604,31,177940.5
604,81,155188
604,113,98920.05
605,57,128795.9
605,90,83411.23
607,139,159621.4
607,144,200237
607,181,137683.1
608,13,68541.43
608,181,80568.72
608,193,97144.12
608,540,223671.9
609,2,172289.1
609,323,74250.17
610,70,112209.4
610,113,125797
611,128,144830.5
611,144,33332.57
612,24,117722.8
612,175,45564.06
613,61,128440.4
614,166,109304.6
614,321,63157.31
614,518,90204.36
615,149,79388.23
615,187,102926
616,65,80921.12
616,86,149687.9
616,349,29275.38
616,364,53718.56
617,6,175162.9
617,72,137705.6
618,15,39100.99
618,99,51321.91
618,377,144603
619,73,136745.4
619,254,154901.4
619,361,68036.26
619,416,45279.92
620,136,74325.22
620,229,190358.3
621,291,103022.6
621,405,186450.1
621,489,96427.55
621,506,137656.7
622,46,21335.22
622,125,132256.2
622,135,145814.7
622,160,15348.21
623,115,131186.6
623,169,112591
623,444,32968.45
623,664,121284.5
624,36,126211.2
624,160,76448.38
624,187,170558.3
625,67,101605.1
626,142,194784.3
627,120,114119
627,145,96016.01
627,557,129350.2
627,670,176582.5
628,106,59600.65
629,8,116138.6
629,104,131986.5
630,188,97095.85
630,334,77878.73
631,33,194750.4
631,180,95450.59
632,77,100903.5
632,88,107722.6
632,92,129477.6
632,142,12193.97
633,42,139916.2
634,6,94640.74
634,535,124217.4
634,558,82837.54
634,774,64039.44
635,72,124190.9
636,39,151758.6
636,40,19798.89
636,89,176497.6
636,92,118232
638,42,154724.8
639,120,73613.02
639,139,129809.2
640,213,47610.92
640,254,29518.27
640,427,95162.66
641,212,181610.2
641,268,110621.8
642,144,61437.48
642,408,101629
643,19,26700.35
643,211,172512.3
643,376,112280
643,410,201038.4
644,97,80492.04
644,371,107230
644,388,92761.5
644,537,115402.2
645,66,183380.1
645,73,161778.8
645,131,167716.6
645,266,173523.3
646,505,178418
647,22,122424.1
648,12,129336.4
648,242,167627.3
648,247,105859.3
649,121,133622.4
649,259,124440.6
649,269,102079.1
649,288,83528.53
650,573,138646.8
651,126,176274.8
652,41,96890.77
652,305,79876.49
652,436,131565.7
653,47,118445.5
653,65,85313.75
654,198,138933.9
655,87,101724.8
655,209,80582.88
655,465,56340.43
655,780,116418.6
656,180,133353.6
656,506,159183.5
657,121,153927.1
657,240,72724.84
657,265,182246.4
657,282,61198.04
658,85,116607.8
658,228,96955.87
658,245,98749.19
658,267,99747.63
659,292,35663.27
659,464,114640.3
659,534,44906.9
660,28,70893.2
660,120,126857.4
660,178,116495
661,26,63599.32
661,106,99465.66
662,138,24782.38
662,183,73580.05
663,8,67624.64
664,70,88162.34
664,75,91239.56
664,103,58460.8
665,44,109272.9
665,289,146815.3
666,6,161927.5
667,24,138990.4
667,69,109739.8
668,20,176219.1
668,464,155656.9
669,10,133916.8
669,83,61742.68
670,111,171608.5
670,124,87683.7
670,182,135307.8
670,355,73617.95
671,205,13723.39
672,1,108920.1
672,71,22674.81
672,84,127171.8
673,9,161689.5
673,205,101111.1
674,116,144817.5
674,176,172772.5
674,179,118116
675,14,50619.99
675,57,97720.28
675,119,93533.69
676,66,69890.75
677,16,91710.8
677,82,26448.91
678,71,70179.28
678,76,131280.2
678,293,115773.4
678,327,84625.7
679,70,43323.09
679,482,17837.53
679,498,164533.8
680,87,78046.35
680,242,107684.9
680,303,93937.28
681,4,175286.5
681,95,100197.6
681,279,140482.6
681,301,171115.6
682,6,125088
683,85,154156
684,26,108390.4
684,188,14602.37
684,345,29324.39
685,98,66460.55
686,333,202090
686,486,71632.02
686,507,116167.9
686,546,168217.2
687,211,89159.25
687,215,90326.31
687,221,145729
687,393,84543.37
688,127,95694.9
689,486,122069.2
690,17,137124.4
690,41,140875.3
691,37,128186.8
691,195,84748.48
691,336,62043.57
691,349,130980.6
692,156,4720.542
692,236,100976
693,5,36982.76
694,131,141599
694,228,195942.5
694,387,6297.723
694,525,25390.03
695,124,60678.53
696,150,14039.45
697,197,88630.47
697,571,107099.9
698,33,38152.75
698,34,80698.3
698,65,70530.09
699,86,56066.66
700,25,189989.3
701,62,50618.12
701,106,96489.66
701,108,96620.98
702,0,184565.6
703,152,49103.26
703,370,54115.25
703,415,68216.4
703,452,133591.9
704,83,112224
704,392,155454.2
704,439,255137
704,458,112175.5
705,41,39156.92
705,62,60705.89
706,1,22698.31
707,122,159729.4
708,80,197921.8
708,126,96470.84
709,18,15318.55
709,66,102515.4
709,94,99873.03
710,141,128808
710,203,60036.41
710,241,164259.2
710,429,28268.21
711,63,35462.82
711,143,61416.51
711,260,90603.18
712,89,208275.2
712,217,95431.72
712,265,55673.32
712,289,161256.7
713,34,66788.48
713,57,104583.4
713,244,89396.98
714,281,82124.18
714,334,59639.1
715,59,197354.7
715,514,208126.4
715,585,27810.6
715,833,139001.9
716,3,74188.98
717,87,107668.8
718,49,167585.8
718,60,176560.4
719,16,112952.5
719,61,32665.77
719,191,44854.19
719,222,158623.7
720,4,115212.2
720,84,146710.3
720,183,98701.77
720,474,92329.25
721,132,40073.26
722,87,122996.8
722,236,68779.35
723,22,98968.14
723,123,133504.5
724,207,90073.59
724,441,112358.9
725,247,104642.9
725,262,185759.5
725,272,24800.56
725,553,176278
726,4,182911.2
726,134,152463.9
727,81,138829.1
727,137,162332
727,380,159746.1
728,119,212329.3
728,139,156506.6
728,158,192043.3
729,14,153716.8
730,25,165598.4
730,54,81183.67
731,7,125257.9
731,80,136531
732,10,170639
732,58,140788.7
733,348,43449.49
733,375,100037.2
734,138,65187.14
734,848,173547.7
734,912,99301.29
735,200,69555.83
736,27,104507.7
736,68,114781.7
737,15,128300.6
737,43,126743.9
738,287,131396.3
738,496,93417.74
738,574,185268.1
738,799,38865.68
739,104,145673.6
739,298,43144.77
739,329,65049.68
739,350,57453.92
740,4,156809.7
740,18,133366.3
740,19,93400.09
740,27,15423.71
741,8,66273.85
741,44,30154.52
741,129,21471.56
741,180,55921.66
742,37,62732.82
742,97,56266.51
742,297,105935
743,2,145229.9
743,175,58743.73
743,272,69354.48
744,95,171928.9
744,173,254324.4
745,15,94131.84
746,49,133193.2
746,203,79893.58
746,444,47853.33
747,67,58370.91
747,117,118464
747,152,108452.1
748,120,118826.8
749,31,139253.9
749,252,69315.2
750,185,77705.34
750,229,164016.2
750,437,128819.5
750,991,31686.06
751,17,47577.57
751,24,36662.3
752,62,129911
753,80,203426.4
753,104,138723.3
754,249,109537
754,296,126565.9
754,320,68298.09
754,323,69373.3
755,13,38152.53
755,190,53011.75
755,193,21853.35
756,16,134361.3
756,95,104107.5
756,144,172011.5
756,145,152197
757,1,154001.3
758,183,26660.35
758,244,74398.27
759,108,52469
760,132,141445.7
761,588,102386.6
761,597,84907.34
761,598,61499.97
762,101,144628.5
763,295,111513.6
763,334,92769.76
763,514,92111.05
764,6,65615.62
764,50,29102.7
765,6,192844.2
766,134,135722.5
766,136,111234.3
766,267,193360.6
767,87,93586.27
767,182,74036.52
767,385,36234.74
768,84,174959.7
768,88,112370.9
768,94,132122.1
768,203,46247.7
769,86,96608.34
769,87,112896.4
770,29,31893.95
770,67,114667
771,103,75765.61
771,146,43539.93
772,168,36199.28
773,119,61246.95
773,226,193751.5
773,259,83571.78
773,614,129619.5
774,293,150702.6
775,32,143596.4
775,110,189248.7
775,111,169719.4
776,136,130417.1
776,369,126994.9
776,406,73520.63
776,447,152187.5
777,5,191405.9
777,162,76261.02
778,22,167756.2
778,64,91955.8
778,93,93353.95
779,187,158373.5
780,29,43343.28
781,3,87171.59
781,44,93985.17
782,10,77308.33
782,11,127215.6
782,134,10924.14
782,167,12322.8
