start node index, end node index, connection length
197,458,47573.85
197,615,76838.53
198,32,134706.3
200,58,127962.6
201,81,88964.03
201,125,40632.84
201,169,20133.14
202,69,81647.99
202,192,173838.9
202,215,147828.1
202,234,105458.7
203,12,14644.56
204,6,85467.1
204,9,139823.9
205,27,74302.3
207,48,55952.06
207,94,100492.9
207,118,108635.5
208,27,84781.34
208,124,49187.13
208,138,82212.48
208,400,59763.69
210,38,142848.2
210,402,99946.73
211,60,139732
211,167,43906.03
212,86,63516.54
212,305,101881.9
212,316,68796.88
212,344,135613.5
213,150,90631.97
213,161,83897.98
214,31,39506.68
214,111,41339.71
214,135,102122.6
215,55,144453.9
217,15,150470.5
217,48,95417.38
217,57,166887.3
219,29,55565.85
219,63,42931.23
219,80,121750.3
219,123,79905.84
221,31,79106.63
221,93,152004.8
222,129,192473
222,143,98382.34
222,162,172676.5
222,215,223902.5
223,34,142705
223,93,142841.1
223,138,113097.8
224,116,103534.6
224,151,97701.49
226,8,115278.9
226,14,132334.5
226,135,177050.2
227,23,103027.6
227,71,81901.11
228,26,61307.23
228,36,167522.6
229,107,176778.2
229,111,70479.65
229,233,49930.47
230,19,190508.1
230,36,175831.3
230,38,164270.8
231,168,121434.7
231,255,46390.45
231,425,48595.76
232,228,113697.3
234,29,49181.8
234,100,125907.1
235,43,117184.3
235,132,43587.69
239,7,99057.13
239,27,70574.12
241,29,39222.49
242,45,58879.2
245,140,195600.8
246,114,83468.95
246,233,105594.3
246,300,28824.22
246,460,76234.27
247,27,125967.4
247,75,124289.4
247,125,55400.02
248,203,87112.3
249,68,134707.1
249,102,88329.84
250,57,179093.3
250,194,99551.76
250,319,120406.1
250,588,110838.5
251,14,75793.27
251,43,84592.05
251,368,118138.7
254,37,140752
255,83,88223.93
255,90,98194.09
255,182,93340.1
256,43,77078.05
259,112,113806.8
259,344,76763.24
259,373,78559.2
260,102,107375.1
261,9,116132.2
261,34,64571.09
262,149,164998.6
262,185,164722.8
266,226,217635.9
266,366,176339.4
266,452,119496.4
267,8,49526.15
267,71,116554
268,215,180562.7
268,361,55188.71
269,54,45198.67
269,342,90846.02
269,355,100401.8
270,103,88531.88
271,3,185717.3
271,150,18602.56
271,260,194207.5
271,455,143369
272,79,177292
272,143,46260.87
272,178,139176
272,221,153408.7
273,166,131791.6
274,161,58433.46
274,170,146014.5
274,441,87304.53
275,274,14060.08
275,477,40984.23
275,895,16999.53
275,907,97443.88
276,50,15403.91
276,281,60783.35
276,282,37568.43
276,318,139288.6
279,23,77703.47
279,30,124797.9
279,47,65124.07
279,128,69915.56
280,127,60687.59
282,204,104637.2
283,94,70828.21
283,216,54594.2
285,160,171747.8
285,205,87303.91
285,258,61632.46
286,3,146506.7
286,115,126966.2
286,215,103929
287,55,72357.32
287,110,70485.84
288,41,118222.8
288,50,155414.8
288,146,107969.5
288,226,48469.56
289,195,60611.26
289,204,113761.5
289,282,135994.6
290,0,93092.34
290,316,52014.42
291,118,72120.87
291,193,132968.3
292,14,44229.25
292,153,39451.24
293,119,130554.1
293,176,180434.1
293,183,116744.4
293,225,77846.66
294,28,50373.28
295,81,26896.99
295,149,159349.7
295,223,171635
296,174,150027.7
296,236,41828.58
297,36,83905.77
298,60,170864.6
298,89,188858.5
298,154,171029.7
299,6,78013.02
299,126,129884.8
300,12,61305.57
300,52,78148.66
301,45,36501.42
301,252,83421.63
301,264,43808.73
301,473,81268.39
304,34,80559.17
304,124,66545.41
305,56,48270.48
306,92,99180.57
306,197,108239.8
307,69,57028.66
307,100,106130.2
308,10,160552
309,28,11523.84
311,101,83535.3
312,28,161811.4
313,46,77726.22
313,51,104763.5
313,53,74593.57
314,189,63605.48
314,320,50389.5
314,337,76177.59
314,394,94594.42
315,52,111979.5
315,90,132917.3
316,3,165666.3
317,152,89561.52
317,191,63707.39
319,154,64939.01
320,34,7346.032
321,0,78252.13
322,76,54728.81
322,232,91300.7
322,625,223248.1
323,1,22326.46
323,20,74961.13
324,27,155959.2
324,53,111885.3
324,76,53605.83
325,36,107259.8
325,218,167718.9
326,12,131007.7
326,80,148878.9
330,340,145219.9
330,535,36101.9
330,545,177288.2
330,723,114916.1
331,88,20977.25
331,178,90706.31
331,219,21472.9
333,17,130508.7
334,265,164829.4
334,282,98075.13
334,368,113368.1
334,473,174632.1
335,69,29970.57
335,105,109032.8
336,28,87518.84
336,222,78364.71
336,363,133050.2
337,18,78696.57
337,162,32601.38
337,296,73719.61
338,68,73951.63
341,64,118830.1
341,73,64126.35
341,252,52050.58
341,345,57957.9
343,484,85734.98
344,7,119824.7
344,60,100228.6
345,7,44998.09
345,45,100443.9
346,118,136339.6
347,204,82314.67
347,240,79854.4
347,340,128226.8
347,414,36756.84
348,2,110303.8
348,104,185640.3
350,169,77691.75
350,199,54751.99
351,171,159566.3
351,280,122427.7
352,41,95371.48
353,2,77867.44
353,106,107166.5
354,25,165671.3
354,130,101295.9
354,148,250304
356,132,92413.66
356,153,193500
356,206,118862.9
356,288,152410.9
357,247,127378.6
357,413,57377.42
357,862,29202.98
357,918,133038.9
358,148,143163
358,267,58372.14
358,290,35414.42
359,50,91349.35
360,32,121360.3
361,81,64281.17
362,24,71528.42
362,168,128981.1
362,343,78877.23
362,481,151197.2
363,137,131730.5
363,319,139909.3
363,335,174613.2
364,19,167705.3
364,57,156687.2
364,175,26932.09
364,261,60250.88
365,212,170569.3
365,253,39190.95
365,278,151318
366,58,113701.5
367,22,63371.66
368,6,86898.35
368,156,65715.48
368,193,49741.81
369,156,122540.4
369,172,81658.8
370,116,88820.02
370,120,99946.25
371,310,155466.4
371,313,17459.58
372,43,156720.2
374,4,102670.3
375,23,101566.7
375,39,49456.65
376,159,32577.31
376,164,105253.5
378,4,28503.3
378,68,45765.74
378,156,53109.94
379,106,159908.8
379,272,11989.51
380,68,103696.2
380,142,162621.5
381,87,160125.1
381,141,118506.6
381,445,29978.97
382,14,137930.8
382,66,84707.85
382,544,48927.74
384,39,82505.1
384,173,98103.32
386,154,108422.6
386,299,93889.39
386,449,90077.48
389,33,88432.01
389,92,8585.337
390,177,93741.38
390,207,70178.63
391,0,36499.1
391,64,114860.3
391,104,145321.3
392,166,83830.48
392,189,144988.8
393,33,146883.7
393,224,82081.67
393,238,131420.9
393,264,126217.8
394,57,140447.6
394,177,35815.18
394,216,33816.13
395,21,119623.3
396,69,43690.86
396,127,42249.88
396,195,67782.45
397,117,128029.4
397,173,95801.77
398,16,49235.21
398,221,83538.18
398,272,162599.6
398,439,104854.3
399,72,96247.8
399,111,27753.46
401,76,34242.91
401,191,104202.7
401,265,134504.5
403,93,58092.14
403,103,158930.2
403,250,186681.3
403,345,169426.2
404,33,77833.72
404,43,114212.6
404,95,102176.4
404,292,34269.32
405,285,114079.7
406,24,83554.92
406,301,41623.37
406,376,32673.37
406,423,122089.4
407,95,134648.8
407,145,83794.59
407,252,133737.8
407,272,149653
408,72,43871.86
409,51,65177.67
409,113,176726
409,123,148814.7
409,441,141374.2
410,5,72884.11
411,73,199326.1
412,243,117650.4
412,259,69007.91
413,42,55298.79
413,241,184175.4
414,14,151727.5
415,55,27499.07
417,14,86843.88
417,18,23040.31
418,126,103591.7
418,136,42055.91
418,146,98958.46
418,166,50763.12
419,48,67200.11
419,57,109508.6
419,83,131694.7
420,29,128590.5
420,88,70652.54
420,115,16602.34
420,172,99861.16
421,14,191183.8
421,300,65312.08
421,330,137581.3
421,384,78019.42
422,6,114682.3
422,17,178501.1
422,87,122404.1
423,13,184423.8
423,68,109464.5
423,133,93454.66
424,182,150732.3
424,221,124601.3
424,443,157230.9
425,84,134971.8
425,153,130734.4
426,35,89880.21
426,55,30449.39
426,77,72732.27
427,83,142767.1
428,2,47271.76
429,103,17623
429,373,115256.3
429,421,35173.48
431,23,136835.7
431,68,74211.18
432,2,69203.09
432,24,42903.96
433,81,24257.52
433,293,231646.6
433,423,65208.93
433,740,123400.1
434,94,33596.73
434,279,77998.01
434,400,82946.73
434,513,103332.1
435,44,102700.3
435,109,98298.6
435,158,139889.6
436,20,119639.8
436,221,42483.75
436,239,101891.7
437,51,7348.159
440,130,59955.8
440,390,134063.5
440,404,78995.51
441,1,206303.9
441,116,29146.71
442,9,43065.48
443,52,117752.2
444,4,89931.01
445,47,108957.7
445,141,143404.7
446,386,117987.7
446,565,134869.8
446,864,118158.2
446,865,74110.08
447,261,51563.11
447,304,35585.73
447,334,23850.77
448,8,161572.7
448,135,64121.54
450,28,118629.5
450,212,236966.8
451,3,146767
453,9,90685.83
453,345,59341.95
453,456,79998.17
453,483,138364
456,1,68108.23
456,105,66025.21
456,106,132163.5
456,114,139312
457,44,41079.87
457,173,155475.9
457,206,57451.35
457,221,157156.7
458,76,45415.43
459,122,57093.44
459,124,114569.4
460,46,112750
461,29,118175.9
462,3,75787.59
462,15,91365.41
463,169,112928.1
463,444,174640.8
463,470,97140.02
463,691,50557.72
464,1,145694.6
465,155,56118.13
466,64,110540.4
467,78,75104.04
467,848,66756.36
467,901,170385.9
468,39,67033.84
468,85,53306.14
469,63,134235.2
469,128,123568.8
470,71,45695
470,146,141533.5
470,207,104041.3
470,236,63973.42
471,17,168330.5
471,122,16340.29
471,125,170007.2
471,180,99141.38
472,16,56719.13
472,84,167302.3
473,216,78552.65
474,9,123102
474,49,161252.7
475,32,73189.24
475,44,104650.5
475,323,141996.5
475,324,151537.4
476,97,141041.1
476,124,135774.3
476,226,172078.7
477,5,132495.9
478,133,97178.45
478,207,100119.8
478,307,71998.73
479,47,107989.9
479,132,96538.77
480,57,109937.2
481,10,182934.5
482,10,94440.19
483,103,137414.4
484,130,130109.4
485,80,58907.77
485,112,116652.6
486,153,169185
486,288,167624.4
488,117,180568.9
489,46,80103.19
489,214,91317.84
489,260,158326.4
489,373,67332.41
490,17,138946.4
490,85,79466.19
490,169,129789.6
491,127,103075.5
491,157,56628.91
492,68,40871.39
492,72,130222.3
493,71,66501.54
493,145,28476.61
494,56,159878
494,67,137890.3
495,47,16585.82
495,75,92109.96
497,42,149315.2
497,100,182079.3
498,28,84481.41
499,3,164356.1
500,166,101483.9
500,260,52636
501,24,125724.9
501,150,123653.3
502,185,76967.39
502,324,75925.66
502,394,62754.81
503,128,79221.9
503,339,90657.94
503,377,57687.74
504,274,71441.23
504,346,35253.25
507,35,149165
507,45,116862.4
507,56,123041
507,130,169479.1
508,200,151872
508,341,137251.8
508,346,186677.2
508,358,109270.5
509,33,149058.5
509,338,203115.1
509,402,68075.65
510,26,161315.3
511,48,106797.5
511,63,67602.16
512,4,79664.81
512,35,147448.8
512,83,147963.6
513,281,58217.97
514,2,155017.4
515,66,59439.88
515,349,111043.1
516,173,95229.77
516,205,210757.1
516,249,238634.6
516,306,138103.9
518,29,78080.22
518,227,34014.46
518,454,121002.6
519,54,88081.52
520,60,157409.2
520,366,127185.8
520,499,133826.1
520,564,168244.8
521,93,45442.95
521,95,73317.79
521,131,99420.34
522,45,133124.2
522,337,91319.23
523,31,45060.93
524,39,118140.3
525,31,74637.71
525,183,62678.68
525,281,66248.46
527,51,62771.72
527,199,93266.91
527,206,86072.14
528,117,174793.4
528,251,99705.19
529,57,100656.2
530,1,125821
531,54,111918.3
531,363,178615.9
531,517,104682.5
531,533,118438.5
532,13,198834.3
532,61,78335.58
532,88,110824.7
533,136,85519.25
533,280,30149.08
533,390,107141.7
534,67,187240
534,189,178601.6
534,231,146827.9
535,17,30188.63
537,152,136194.8
537,247,106369.2
538,49,118976
538,110,97447.24
538,135,121424.3
539,12,190420
539,117,163345.3
540,5,75447.27
540,26,76079.12
540,157,118313.8
540,220,129956.6
541,10,130010.1
541,23,59130.37
541,77,112031.6
541,114,131133
542,99,7129.838
542,137,144846.3
542,152,96734.2
542,348,208071
543,11,77313.7
544,62,121643.5
544,127,14117.35
544,237,31846.71
545,3,193596.1
546,52,89362.09
546,60,154302.7
546,212,149898.9
546,321,117010.5
547,127,56231.53
547,261,150184.9
548,67,64938.34
548,125,151748.4
549,203,107621
549,289,87362.91
550,167,54690.46
550,247,124066.7
551,182,56180.74
551,273,135049.2
552,47,52720.05
552,102,3369.423
553,86,99312.32
554,59,173176.9
554,69,81252.16
554,163,143697.5
554,467,174758.7
555,0,67453.11
556,180,86411.87
556,256,74373.16
556,334,149993.6
556,476,182821.9
557,220,127582.3
558,4,97229.75
558,26,139519.9
558,220,110381.3
559,39,90571.59
559,107,200455.2
559,205,180396.4
560,54,111699.8
560,247,155984.9
560,284,127849
560,304,55257.18
561,82,153168.2
561,115,134253.2
561,453,108075.5
561,609,98242.84
562,3,82906.94
562,34,15760.57
562,95,39294.95
562,185,126804
564,203,163822.5
564,256,119140.4
565,399,82119.81
565,409,109366.8
566,348,173423.9
566,360,176520.9
566,433,134514.3
567,73,185119.4
567,109,170373.7
567,175,194584
568,19,196850.7
568,24,155737.9
570,63,160220.9
570,147,169607
570,223,33216.1
570,230,159503.4
571,89,87237.64
571,128,68686.1
572,79,191088.5
572,143,129347.3
573,33,178076.5
573,34,194043.9
573,110,165817.8
574,104,124009.9
574,143,31946.3
574,155,81446.28
574,373,73434.98
575,93,132973.7
575,147,129049.9
576,76,139855.1
578,120,84606.9
578,610,69213.96
578,740,47966.11
579,4,68622.05
579,8,11530.79
580,172,68282.41
581,101,101481.4
582,3,75507.31
582,223,108995.2
582,233,114314.2
583,1,61304.27
583,19,35564.67
583,50,158383
583,111,77016.66
584,287,62489.62
585,85,139712.6
585,331,73840.64
585,384,159518.4
585,398,148209.4
586,87,72805.82
586,91,111763.4
587,152,181441.5
588,45,78677.87
588,118,115719.4
589,1,136031.5
589,544,50153.2
589,551,99423.38
590,129,226240.9
590,147,217700.8
590,167,136106
591,94,46445.86
591,119,114312.9
592,112,94937.48
593,10,70197.65
594,43,161637.8
595,26,124810
595,181,27030.19
596,32,28471.28
596,197,49525.17
597,226,178861.8
597,291,135466
597,490,22537.8
597,592,130703.5
598,2,74303.52
598,221,150512.1
598,321,166883.1
599,234,73658.89
599,241,21993.91
599,293,149321.9
599,359,149428.4
600,5,156980.9
600,37,69751.4
601,35,91300.01
601,743,79894.52
601,942,84780.51
601,1037,164336.7
602,7,155578.5
602,223,100165.4
602,279,135463.8
603,156,127343.7
603,332,76294.46
604,137,80550.75
604,140,92173.38
604,230,84184.84
604,255,15818.34
605,29,15943.41
606,47,114983.8
606,279,179183.8
607,202,141276.5
607,229,169667.9
607,232,95351.3
608,29,59827.3
608,70,64453.15
608,118,101678.2
608,237,138250.3
609,1,135269.7
610,198,142264
611,74,115758
611,188,152142.5
612,36,147183.2
612,53,20882.57
613,47,33375.75
614,126,130876.2
617,192,80456.39
617,339,177817.5
618,189,140337.2
618,306,165635.5
619,82,42831.29
619,152,23121.21
619,415,64883.87
619,447,37348.37
620,147,90342.63
621,217,171367.1
621,222,196279.9
622,68,98764.16
622,181,143516.4
622,297,85164.97
622,345,151120.8
623,7,158625.3
623,48,102420.4
624,174,151742.8
626,93,82887.5
627,20,3934.343
627,89,98296.43
627,152,101662.1
627,263,100093
628,21,80186.36
628,77,82139.91
628,110,15991.81
629,28,112213.3
629,63,47471.6
630,39,110973.1
630,96,120419.8
631,100,139446.6
631,377,81940.54
632,8,79474.53
632,471,128388.7
632,624,53778.48
633,69,93411.3
633,88,111586.4
634,106,57151.5
634,227,33591.58
634,353,105224.7
635,32,60883.37
636,243,150950.2
637,116,131223.1
637,124,127555.6
638,37,178908.7
638,109,162207.4
638,150,22065.02
639,51,113941.6
640,8,13194.7
640,199,71507.37
640,273,54629.98
641,420,187398.3
641,426,127849.1
641,465,44796.12
642,56,85286.27
642,256,106033.9
642,279,65689.23
642,378,101146.4
643,74,88283.69
643,90,146576.5
644,347,130832
644,441,205838.7
644,474,126969.1
644,523,141329.1
645,241,141534.3
645,296,128657.5
646,39,67632.59
647,51,52686.73
647,74,23256.43
647,105,48089.09
648,90,72632.02
649,17,85422.34
649,251,129302.7
649,597,129985.1
650,54,108082.7
650,398,34740.27
650,422,92591.13
651,298,138595.2
652,16,51674.88
652,61,58280.61
654,106,147454.5
656,30,82275.35
656,112,41361.57
656,117,164509.6
656,294,61966.2
657,192,171689.6
657,534,165637.5
657,581,44026.78
657,651,179045.1
658,299,68021.2
658,326,103330.7
658,365,35096.02
658,441,70850.41
659,22,116454.7
659,45,48020.12
659,259,56490.36
659,307,13307.11
660,114,131262.3
660,141,187578.7
660,232,85802.44
660,264,91479.8
661,118,116410.3
662,84,88687.35
662,269,61820.34
662,621,96088.67
663,50,200446.1
663,140,174656.2
663,166,63770.75
663,172,212693.6
664,19,112662.7
664,117,78905.51
664,200,99756.25
664,201,120555.7
665,7,183311.4
665,22,26388.44
666,6,125040
666,147,256347
666,238,220257.7
666,380,37878.86
667,152,35685.01
667,155,55634.46
667,255,55567.53
667,270,92060.68
668,277,52146.28
668,312,48179.39
668,458,24397.45
669,159,28426.85
669,395,105776.7
670,20,126498.2
670,42,158996
670,52,102561.4
671,16,65073.96
672,146,58626.83
672,252,120128.4
672,315,110841.5
672,367,67778.2
673,126,13748.32
673,192,154088.7
673,280,98383.49
674,84,34582.46
674,224,76508.59
674,355,167795.2
675,2,43649.82
675,17,50269.01
675,64,74794.31
676,41,149640.1
676,355,166398.1
676,516,166009.2
677,95,92296.59
677,97,74055.15
677,116,139842.8
678,70,155280.3
679,182,173817.2
679,328,75127.2
679,530,107306.4
680,219,61027.33
681,15,129231.3
681,266,165093.1
682,56,103614.5
683,15,149852.6
683,228,156932.9
683,246,71375.32
683,329,53428.51
684,91,66927.92
684,206,76428.51
684,256,57244.72
684,264,90290.8
685,148,70711.13
685,198,188747.2
685,215,54236.48
685,359,7870.251
686,209,128380.3
687,3,112123.3
687,117,116474.1
688,56,152132.8
688,144,210601.3
688,155,80288.66
689,40,96034.29
690,43,217764.5
690,47,98628.09
690,185,165518.6
690,301,112124.8
691,123,111532.3
691,136,91745.32
692,8,104437.7
692,95,86986.26
692,176,137452.9
692,180,66414.41
693,191,130580.6
694,94,157395.1
695,231,70858.02
695,331,93434.25
695,334,34922.8
696,125,165834.1
696,198,180270.7
696,313,102954
696,534,171004.1
697,21,118093.8
697,66,81711.14
697,111,84900
698,101,146663.9
698,256,58190.12
699,22,147537.7
700,6,44643.59
701,10,30784.9
701,65,105838
701,256,48636.87
702,3,129481.2
702,35,212834.8
702,283,119304.2
703,280,59205.08
703,358,32941.52
703,566,61995.6
704,185,190651
705,143,160136.9
705,247,94416.01
706,84,168089
706,293,89236.52
706,319,77722.22
706,336,131766.3
707,230,78270.63
707,535,69371.75
707,605,77780.42
708,80,88536.95
708,82,145713.7
708,185,26146.4
708,189,91647.64
709,25,136875.7
710,38,120906.4
710,100,133566.5
710,116,79663.35
710,119,13510.4
711,85,177510.5
711,111,116609.5
711,145,177664.5
711,244,100020.3
712,41,122496.3
712,103,132123.7
712,271,111354.9
712,396,125605.5
713,1,118239.6
713,24,96218.25
713,43,151639
713,196,83183.95
714,30,165840.1
714,32,53583.55
714,123,55330.84
714,132,65284.84
715,42,164757.8
715,80,108967.3
715,91,55950.3
716,25,142546.3
717,87,128649.2
718,586,118614.7
719,22,176801.1
719,228,26136.69
720,90,171217.5
721,42,225858.1
722,315,101390.3
722,440,7532.884
724,18,129637.5
724,27,27000.39
724,84,156393.5
725,134,44621.71
725,228,40394.5
725,371,76145.93
726,118,109267
727,3,5067.126
728,120,165382.5
728,121,109793.3
728,171,140351.7
728,179,144465.4
729,27,71533.78
729,376,148526.8
730,18,203341.7
730,96,163104.5
731,52,58785.65
731,66,87171.29
731,92,86695.52
731,383,69571.84
732,26,28217.38
732,45,100937.5
733,24,94877.31
733,28,86898.98
733,74,95996.38
734,60,43738.14
734,107,41782.8
734,263,106228.2
734,269,145133.4
735,216,85502.28
735,332,33280.59
735,352,90775.73
736,14,46570.58
736,91,64596.64
736,102,97416.48
737,38,182155.9
737,127,129057.9
737,161,145297.6
738,166,34242.55
738,185,44942.8
739,8,151769.7
740,18,176553.3
740,96,142344.4
740,128,100143.9
740,307,89200.04
741,16,100204.1
742,114,138171.9
742,134,65003.15
743,23,95023.7
743,143,60826.85
743,269,36647
744,64,70468.55
745,37,12560.64
745,80,181081.6
745,114,46560.3
745,132,100587.1
747,129,48820.63
747,245,161775.5
747,368,52797.99
748,58,93830.05
748,81,67558.3
748,112,101176.1
749,77,126270.7
750,22,203673
751,232,101850.7
751,287,121872.5
751,307,131650.3
752,82,133298.4
752,105,160448.7
752,188,156553.6
752,213,27314.19
753,277,159018.8
754,15,67966.37
755,34,108678.3
755,40,81579.4
756,75,213369.2
756,189,135379.1
757,17,98481.45
757,20,39686.2
758,19,178868.5
758,113,105453.6
758,129,160507.1
758,274,94115.65
760,60,198773.5
761,138,185615
761,215,98509.64
761,246,112861.4
761,283,144258.5
762,13,169879.7
763,59,59436.7
763,150,117743.7
764,46,65336.22
764,216,62001.3
764,463,113601.8
765,56,123181.5
765,122,186481.7
766,12,71002.99
767,313,47733.81
767,372,55482.29
767,762,125173.7
767,1022,119990.9
768,236,108134
768,348,27711.13
768,765,109519.7
768,775,145979
769,51,60301.3
770,180,34402.61
770,227,26325.96
771,37,149116.9
771,296,179872
772,111,55107.63
772,141,111274.9
774,186,119118.4
774,263,201572.4
774,520,187644.4
774,539,38461.54
775,1,197734.1
775,189,129904
775,253,128639.5
775,327,125148.9
777,25,59084.14
777,30,52913.22
777,44,69001.4
777,225,130220.8
778,106,135713.9
778,333,106681.1
778,366,33821.05
778,437,56449.16
779,58,38908.08
779,134,122562.2
779,162,81400.74
