start node index, end node index, connection length
286,113,181402.6
286,316,218990.1
286,323,140414.3
287,46,83861.3
287,128,103752.3
287,154,135645.4
287,172,90723.99
289,25,92068.98
290,35,120035
290,77,135967.3
291,335,19777.67
293,169,62893.5
293,264,148267.6
293,381,82295.03
293,460,25220.14
294,24,72622.05
294,259,45250.33
295,158,141885.2
295,160,101212.2
296,171,57655.09
296,179,163929.2
297,171,90267.76
297,203,219200.3
297,257,59407.91
299,92,204536.7
300,90,36910.28
300,115,82708.25
301,49,210502.4
301,86,144909.9
301,127,173392.5
301,152,115058.7
302,22,150284.1
303,11,30786.96
303,115,97019.44
304,268,87148.27
305,204,96596.98
306,158,32127.87
307,14,57788.79
309,21,65251.49
309,93,147297.7
311,335,53399.36
311,500,55270.06
311,666,89059.74
312,8,78657.84
312,70,183442.9
313,133,176854.1
315,25,98487.8
316,7,129934.1
317,306,174940.4
317,355,75787.48
318,109,22616.86
318,127,126239.5
318,251,174749.6
318,330,85559.24
319,4,35745.3
322,81,35476.3
325,2,51593.77
327,542,113353.4
327,671,182975.3
328,93,137567.8
329,22,11186.28
330,66,140874.1
330,271,29020.09
331,4,12694.72
331,285,110423.8
331,379,108259.1
332,137,54136.09
332,139,153706.6
333,259,78756.23
333,282,69453.51
333,488,56713.04
333,617,124812.7
335,134,131525.9
335,204,84594.2
336,10,49081.38
336,138,144520.5
337,1,69944.79
338,35,137058.7
338,125,8655.334
338,148,173104.9
339,102,52238.18
340,151,77506.37
342,305,41399.94
342,432,148482.3
342,442,26579.69
342,596,138870
343,7,135198.6
343,105,128427.3
343,106,169366.7
344,39,100161
345,66,184856.6
345,132,130782.5
345,243,103466.4
345,259,126144.7
346,13,103769.1
346,107,62795.5
346,159,89613.88
347,18,117089
347,88,127160.7
347,198,147564.3
348,0,145386.1
349,35,80021.19
349,125,141930
349,127,139307.5
349,277,181242.2
351,3,64452.87
352,47,164951.5
352,97,192760.5
352,129,185420.4
353,16,123948.4
353,178,115785.8
354,22,64127.95
356,55,148100
356,174,18093.08
356,200,117579.1
358,25,90050.31
358,142,174295.8
358,149,45986.47
359,125,80294.65
359,301,228520.8
359,394,132278.5
361,66,132715.5
361,70,75007.45
361,145,80861.45
361,207,128990.6
362,8,162139.8
362,239,77020.07
363,116,30543.39
363,161,94348.51
364,66,70893.9
364,178,82202.75
364,331,25521.69
365,52,166153.5
365,164,153592.9
366,96,42958.87
367,201,102078
368,211,141413.3
368,223,174566.4
368,280,104876.9
369,113,55817.36
369,442,96397.99
369,496,148133.9
370,59,12763.04
371,109,31271.95
371,111,49486.85
371,152,73217.8
371,161,87622.43
372,75,49822.68
372,86,116525.9
374,39,72608.43
375,373,71729.05
375,513,110828.5
375,655,61914.87
375,681,40159.41
376,136,129326.5
377,15,25918.28
378,75,74046.26
378,105,72486.41
380,85,96646.8
380,296,112049.1
380,486,138713.5
382,152,83700.94
383,105,100519.7
383,112,169053.1
384,291,67882.84
384,310,25846.91
386,108,126540.7
386,112,89936.98
386,375,122541
386,429,117271
387,6,60547.41
387,62,19934.91
387,162,200404.3
388,26,107030.8
388,104,122973.2
389,57,147456.9
389,126,154063.1
390,234,98060.71
391,58,142656.4
391,137,151879.8
391,206,137327.9
391,285,50784.52
392,69,117624.1
392,281,98239.29
392,318,149407.9
393,6,101793.2
394,70,100088.9
394,108,96380.33
395,250,118745.4
396,6,139722.2
397,279,69836.34
398,20,155416.4
398,39,24173.57
399,125,84158.3
400,7,85708.22
400,107,41377.78
401,55,115437
401,63,35392.12
402,84,120834.7
402,89,89619.47
403,229,105969.6
403,404,59857.68
403,574,65159.3
404,16,132486.3
404,85,77237.98
404,207,19664.16
404,271,126976.8
405,217,51453.13
405,303,157372
406,90,82266.13
406,102,30070.91
406,105,20676.15
407,264,121669.4
408,56,71811.48
409,45,91110.88
409,50,35836.04
410,80,164747
410,105,108376.4
411,19,89963.98
411,159,86249.41
413,36,171228
413,83,163196.3
415,308,37518.92
415,355,119626
416,5,147665.3
417,3,102652
417,49,91959.04
417,196,63704.98
418,25,63888.71
418,54,19631.45
418,178,112836.7
418,309,149889.3
419,124,110758.4
420,63,124882.9
421,5,71337.69
424,81,27609.22
424,147,64803.79
425,18,85724.16
426,3,102021.6
429,112,159395.8
429,145,137328.2
429,160,89350.28
429,310,122022.6
430,131,170654.2
430,353,114819
431,39,22573.27
431,194,87092.47
432,64,215612.3
433,91,71314.8
434,213,125280.9
434,219,129446.1
435,0,31936.43
435,149,58004.42
435,297,144840.6
436,81,92787
437,119,60135.61
438,172,36778.39
438,223,115827.2
438,393,112291.5
439,98,88814.72
439,336,51133.36
440,18,101862.4
440,196,24969.83
440,364,41700.24
441,16,2685.167
441,252,162678.4
441,581,172402.5
443,76,92678.28
443,123,115752
444,109,101812
444,194,42771.31
444,369,41478.35
445,243,124805.6
445,328,203529.9
447,45,58757.38
447,89,150870.5
448,10,133483.6
448,83,140802.9
449,23,75282.38
450,133,185834.6
451,15,89739.26
451,26,36902.3
451,36,58486.02
451,77,105600.7
454,132,47260.59
454,222,81612.01
454,255,109775.1
455,48,127213.9
455,274,111485.9
455,291,141942.7
455,297,72029.14
456,34,113729
456,158,108166.7
457,125,55554.55
457,421,51448.8
457,451,63523.68
458,173,157321.7
458,227,124227.2
459,57,160724.8
460,12,109796.9
460,23,94793.88
460,133,126227.1
461,22,167241
461,125,66022.85
461,247,110458.9
462,14,57910.55
463,181,188137.2
463,235,166111.2
464,1,65311.71
464,207,42112.43
464,306,111718.2
464,398,118959.9
465,16,112872.8
465,231,65517
466,82,100658.7
466,209,76262.15
466,256,154468
467,46,46434.21
467,136,75862.34
468,80,96460.15
469,82,40478.47
469,199,73379.59
470,107,53149.69
471,13,78389.48
471,22,155511.3
471,160,77364.82
472,70,93650.12
473,64,204984.5
474,19,51852.01
474,66,30281.26
474,104,157368.6
475,19,141759.1
475,238,201401.9
475,296,71237.38
476,163,160529
477,48,70102.41
478,296,58072.39
479,143,65583.31
480,135,124976.6
480,203,28156.52
480,388,156534.5
481,18,147701
482,56,73611.17
483,48,78313.52
483,130,106146.9
484,63,165378
484,131,55400.72
484,135,55951.01
485,19,75364.99
485,199,132031.6
485,390,233769.8
485,589,201254.6
486,40,143912.7
487,1,55823.16
487,155,102817.9
488,4,22524.83
489,81,122606.2
489,85,106076.2
489,112,146818.1
489,175,152706
490,24,86046.84
490,94,73276.95
490,251,157086.7
490,349,93128.49
491,73,76960.34
491,100,48896.18
492,117,139141.7
493,218,114165
493,236,131100.4
493,318,142470.1
494,513,104025.5
494,548,147276
494,583,147941.5
494,643,53104.26
495,312,110604
495,389,62090.53
495,719,22279.85
496,38,143299.2
497,13,133615
497,48,117533.5
497,131,33957.43
498,449,198929.8
499,145,167864.9
500,180,133315.4
500,264,5640.686
500,278,129630.4
501,23,50529
501,71,109637.7
502,8,186664.1
502,53,120733.3
502,238,155261.6
503,73,134624.6
504,21,103441.9
505,66,147635.3
505,153,152804.3
506,235,101578.4
506,263,113797.2
506,608,146157.7
506,880,159958.8
507,27,110397.4
507,59,146438.4
508,22,62466.82
508,173,125253.4
508,346,74954.98
509,16,190163.6
509,17,159063.3
509,44,195105
510,22,123045.6
510,37,112450.2
511,12,136066.3
511,85,19844.45
511,123,118619.1
512,7,72789.81
512,51,108492.9
512,116,60126.96
512,153,81104.26
513,114,100009.8
513,133,114480.9
513,141,104277.5
513,279,84807.4
514,3,181802.8
514,18,155423.2
514,43,111209.3
515,49,187569.6
515,81,60139.94
515,132,88034.41
515,401,140173.2
516,23,67339.63
516,180,128260.5
516,193,143601
516,432,43417.52
517,13,73854.12
517,74,111611.3
518,4,74175.86
518,139,44792.21
518,166,123786.7
519,84,146126.5
519,160,70947.24
519,274,183892.3
520,39,85830.16
520,120,107461.4
521,48,45206.95
521,53,94709.98
522,18,181443
522,63,175915.7
523,136,92265.59
523,159,132346.8
523,191,25327.5
524,204,167570.2
525,75,95682.66
525,146,34608.71
526,12,116178.4
526,113,154150.2
527,22,100644.2
528,54,136187.8
528,100,75745.06
528,224,93325.98
528,321,104087.9
529,40,47257.74
530,43,54770.6
531,45,114848.4
531,139,81799.79
531,216,117482.1
531,258,57166.34
532,20,113294.8
534,25,167202.7
534,87,135784.4
534,260,110226.2
534,286,37142.62
535,6,16549.25
535,32,59488.63
535,103,94930.26
535,171,89548.53
536,134,148875.1
537,292,67523.72
538,173,200239.3
539,48,44736.41
539,79,156460
539,91,90235.61
541,56,60014.46
542,238,166895.5
543,40,37302.24
543,70,101402.8
543,175,124478.5
543,244,83851.3
544,93,54934.27
544,356,108047.7
544,371,92732.41
544,415,76598.92
545,29,90060.09
546,125,170720
547,57,53446.77
547,98,74345.73
548,349,159578.1
549,297,215486.5
549,388,176416.9
549,430,216157.4
549,446,120808.5
550,121,95152.89
551,308,64921.71
551,431,77101.23
551,450,90490.6
553,193,133778.8
553,483,148072.6
554,54,119623.9
554,222,83706.69
554,344,90810.16
555,54,104349
555,84,10744.37
555,245,133925.9
555,317,36701.03
556,102,42246.49
556,237,81565.27
557,137,42885.56
557,140,45084.3
557,185,45952.6
558,5,37847.26
558,26,49013.08
559,36,52583.63
559,87,171841.7
559,137,123736.6
561,34,51306.04
561,176,46709.26
561,204,145313
561,843,148728.3
562,32,133291.4
562,35,31999.16
563,131,122959.6
564,81,99354.3
565,22,89748.9
565,78,202432.4
566,113,185370.3
566,346,171185.7
566,555,103395.4
567,21,55783.42
567,58,152534.2
567,159,127381.8
567,166,128746.6
568,286,132327.7
569,47,35756.14
570,190,95311.32
571,64,61822.94
571,84,32794.48
571,89,42854.3
571,157,76273.89
572,8,33556.64
572,57,167220.3
572,106,117831.6
573,105,116179.1
573,242,192285.3
573,301,216252.8
574,29,153454.9
574,50,93841.47
574,58,59000.09
574,192,175660.6
575,116,106746
576,109,133571.5
576,136,42910.85
576,165,174232.1
576,406,58670.94
577,41,46583.04
577,284,98936.31
577,359,220405.4
577,610,38359.61
578,18,85578.42
578,224,63259.59
578,365,85542.69
578,367,44991.55
579,35,142154.8
579,213,123236.3
579,524,175900.1
579,596,157116.2
580,12,153010.8
580,114,130899.8
580,156,51957.79
580,382,73552.66
581,155,189152.4
582,127,108066.7
582,163,59399.55
583,257,93672.36
583,448,23547.82
584,274,89935.77
585,21,125933.6
586,205,98621.17
587,8,180673
587,145,45355.75
588,74,90202.05
588,108,120742
588,156,42916.15
588,245,86058.17
589,155,150570.7
590,152,90202.79
591,57,126138.8
592,65,141165.4
592,94,163013
593,28,84487.13
593,125,78579.73
593,137,91226.18
594,321,12463.03
595,395,125869.8
595,401,145134.9
595,650,15891.14
595,828,136252.1
596,23,98763.59
597,39,75922.78
597,81,172532.2
597,462,82125.13
598,250,81950.94
598,486,185319.5
598,627,162941.8
599,110,100795.1
599,117,95642.01
600,27,88618.3
601,223,136993.9
601,424,47839.34
602,236,106126
602,282,192477.2
602,441,181146.1
603,267,132212
603,268,69192.55
603,518,121418.6
604,176,21336.68
604,246,84407.95
604,357,147050.8
604,447,65410.73
605,160,94173.42
605,181,47634.75
605,196,90174.53
605,282,110312.6
606,159,70230.7
606,230,130853.1
607,182,79564.07
608,8,145747.1
608,108,120007.7
609,353,141470
609,626,126543
609,827,187672
610,174,116235.4
610,213,155800.9
611,49,154299.4
612,249,159093.9
612,257,15559.48
612,278,141545.7
613,14,128401.6
613,16,167645.7
613,38,127359.6
613,86,112173.1
614,251,62499.2
615,16,126381.3
616,27,117555.1
616,455,131859.7
617,13,145053.3
617,68,112005.5
617,210,125349.5
618,32,103917.7
619,61,78328.13
619,111,106382.9
619,260,68062.38
619,384,150267.5
620,151,64272.71
620,268,172073.8
620,394,102887.2
620,646,56826.47
621,25,156476.3
621,57,127937.7
621,152,81228.13
621,272,70525.8
623,24,139502
623,36,155950.6
623,83,109070
624,18,145196.1
624,29,154802.1
624,43,125811.9
624,184,144194.5
625,73,182280.6
625,155,159639.4
625,178,25587.63
626,259,38095.34
626,328,102431.4
626,347,139041
626,394,64812.13
627,50,42271.91
627,61,42272.84
628,126,91915.41
629,180,54054.72
629,259,18412.1
629,333,73835.18
630,40,153932.9
630,133,6762.205
630,346,192562.6
630,386,137481.8
631,108,64123.23
631,116,118523.4
631,318,126134.4
632,142,30825.24
632,165,120167.9
632,171,111109.3
632,340,133878.1
634,26,89379.62
634,280,102843.4
635,7,14000
635,212,59844.86
635,283,147710.9
635,316,143331.2
636,183,101905.2
636,393,172412
636,473,136650.6
637,79,138067.6
637,80,26996.81
637,109,116942.9
638,113,120879.4
638,146,133791.2
638,219,146550
638,233,131410.8
639,1,53461.43
639,21,62811.49
640,6,97471.41
640,39,136192.6
641,149,59599.43
641,389,125369.2
642,52,75492.81
643,67,125977
643,155,157794.7
644,123,180698.4
644,127,158024.2
644,145,183639.8
644,209,97545.58
645,64,135716.2
645,172,140390.9
645,184,160443.8
646,9,51939.29
647,55,131881.2
647,76,54611.02
647,226,110367
647,400,143537.9
648,8,183380.8
648,160,41909.14
648,209,77914
649,12,77225.2
649,96,198980.2
649,158,195649.8
649,306,167046.6
650,10,128916.4
651,30,79649.05
651,154,171380.2
651,206,148043
652,62,138639.5
652,206,119234.3
652,255,105899.4
653,140,121980.6
653,158,98694.88
653,184,61550.95
653,275,124101
654,0,23638.42
654,72,38456.03
655,73,147763.9
655,110,157675.1
655,121,113387.2
655,231,122533.4
656,53,130637.4
657,162,115895.2
657,167,104289.9
658,257,143624.2
659,16,84919.62
660,178,43817.71
660,281,148910.9
660,434,89225.07
660,691,44056.49
661,108,94186.57
661,114,116576.3
661,200,84673.44
661,240,145796.2
662,35,50666.83
662,164,98407.38
662,245,130140.3
663,39,60378.55
663,160,115930
663,197,122094.7
664,200,160423
664,246,101336
664,262,69893.43
665,87,203504.3
665,130,91970.98
665,201,28263.99
666,51,62587.86
666,105,58801.36
666,172,77147.54
666,244,57633.71
667,8,124902.5
667,10,109126.4
667,96,122107.5
667,110,131541.9
668,47,38444.12
668,125,73752.25
669,1,118899
670,10,157904
670,511,158341.2
671,129,60270.24
672,13,117235.4
672,41,105763.2
672,250,116421.7
673,37,155705.2
674,95,129617
675,30,99097.09
676,59,162300.2
676,265,80009.39
677,145,164872.3
677,164,22719.67
677,435,98683.83
678,44,103772
678,101,47675.06
678,223,152832
679,44,173417.2
679,248,74308.95
679,509,108881.4
680,2,132341.1
680,16,139946.3
681,206,92216.64
681,228,66108.32
682,85,111028.9
682,111,50517.52
682,190,48394.87
682,406,38694.2
683,94,107229.8
683,230,146542
684,203,102894.8
684,213,92577.6
685,296,64923.96
685,387,36698.46
685,470,13122.94
685,683,136681
686,198,38670.27
686,219,59032.27
687,104,158964.9
687,125,149717.3
687,231,109132.1
688,45,78182.88
688,207,91894.97
689,288,122687
689,309,153269.8
690,20,196861.9
691,173,181476.1
691,195,121969.9
691,352,89307.68
691,571,126650.1
692,109,155163.1
692,158,164871.1
692,185,189613.1
692,196,134282.7
693,382,95450.69
694,119,30004.96
694,260,72358.43
694,380,75558.91
694,471,129018.2
695,73,127867.5
695,195,142467.5
695,213,114429.6
696,48,119621.9
697,1,161601.3
697,31,180050.4
697,153,126617.7
697,280,99595.78
698,70,101318
698,263,27726.77
699,158,205196.1
699,412,167694.7
699,503,73473.36
701,177,52478.48
701,244,102925.5
701,259,80320.31
701,283,139470
702,39,58422.39
702,43,92556.98
702,98,65560.28
702,320,93326.67
703,117,133812.3
703,282,79183.28
703,360,25043.39
704,529,189485.4
704,868,182123.6
705,19,118051.8
705,28,55125.77
705,176,32470.67
705,187,142308.1
706,7,58780.69
706,18,125077.8
706,85,60224.74
707,267,114377.2
707,307,163395.7
707,498,178516.6
707,544,113367.6
708,122,73298.74
708,271,143770.1
708,339,126437.3
709,58,109931.5
709,316,158470.1
709,486,164018.5
710,34,30566.72
710,177,14661.93
710,341,50475.82
710,361,78237.56
711,9,135120.2
712,66,92350.55
713,66,172930
714,435,141757.2
714,476,170882.7
714,495,125794.4
714,564,136810.7
715,65,38526.45
715,210,143116.4
716,50,86131.52
716,120,174614.6
716,321,108489.7
716,447,145846.5
717,51,179826.4
717,190,76952.39
718,134,153191.3
718,152,56077.57
719,24,58013.48
719,25,145940.4
720,307,165497.3
721,67,162600.2
721,91,122438.7
721,232,160417.9
721,372,159570
722,135,72152.46
722,155,49416.29
723,7,150454.9
723,228,46177.52
723,236,61441.05
723,260,106714.7
724,84,73462.38
724,200,56323.66
724,202,32749.89
725,1,162000.1
725,134,215135.2
726,126,54721.01
727,197,170278.7
728,208,124952.7
728,553,48267.38
729,137,83761.1
729,214,74352.05
729,217,158748.3
729,223,111882.7
730,19,118518.8
730,166,86920.88
731,30,18528.75
731,128,34462.64
732,27,55122.39
733,19,103315.1
733,38,103803.4
733,137,44320.56
733,191,55856.01
734,215,156660.3
735,22,113563.1
735,140,132415.3
735,175,201492.1
735,237,107094.7
736,324,183999.6
737,50,125714
737,61,105842.6
737,124,157152
738,28,97164.19
739,47,160001.5
739,60,178965.6
740,47,166768.4
740,92,236946.7
740,126,59831.41
741,7,69222.22
742,96,22349.83
742,217,60225.29
742,342,59723.93
742,360,108546.4
743,12,99582.38
743,118,134908.5
743,255,73351.2
743,402,56415.9
744,19,174814.4
745,238,190355.3
745,396,36052.18
746,62,66638.23
747,50,134879.2
747,72,77996.93
748,55,90479.83
749,203,68620.11
749,317,142959
749,324,170828.1
750,82,133725.9
750,109,100750.6
750,217,157752.9
750,231,105238.3
751,236,128064.4
751,243,109130.5
751,390,191722.1
752,56,10438.98
752,100,53359.02
753,51,111772
753,265,55723.73
753,430,110995.8
754,34,13964.93
754,43,91443.52
755,70,36415.15
755,154,90109.8
755,201,132118
755,232,41580.3
756,105,107074.7
756,173,135381.3
756,217,130409.6
757,251,30744.45
757,334,200721.9
758,0,42141.02
758,64,190825.6
758,393,153246.6
758,417,64121.41
759,11,65686.97
759,35,84190.32
759,125,94042.29
760,428,95749.65
760,527,98266.42
760,547,134322.7
760,1101,185113.3
761,75,41074.2
762,52,136787
763,145,46387.75
763,239,118889.7
764,62,78542.32
764,87,16535.62
764,108,38824.31
764,150,131250.6
765,88,163299
765,130,6399.683
765,276,64130.61
765,286,37475.88
766,10,59170.41
767,53,61764.47
767,140,87115.91
767,179,113931.7
768,82,108615
768,91,124668.5
768,301,134711.9
768,532,168549.6
769,66,110063.9
769,144,156654.5
769,240,127228.5
769,364,47861.25
770,31,156519.8
770,199,170213.3
770,229,181816.3
771,0,157384.8
772,79,48799.27
772,96,51216.1
772,175,130032.4
772,194,109110.3
773,18,144431.8
773,78,116634.3
773,158,142519.3
774,123,84536.88
774,231,165976.9
774,346,102665
774,404,133362.7
775,201,68135.13
775,598,121282.5
775,703,84515.41
775,881,24811.61
776,134,165480.4
776,150,117565.1
776,204,36983.06
776,278,151001.2
777,20,141801.4
778,86,29351.23
778,427,38294.59
779,85,75375.1
779,393,148809.2
780,11,62711.3
780,28,37651.02
780,369,72253.16
780,521,101187.5
781,16,75536.48
782,24,124273.9
783,76,46844.67
783,147,91917.65
783,229,57842.1
783,232,13801.62
784,108,179063.8
785,100,78155.88
785,123,125994.9
785,124,75778.25
